<<<<<<< HEAD
Date,Description,Amount,Type
2022-09-27,Amazon 4465,2695.7,Debit
2022-08-21,Swiggy 1340,4074.09,Credit
2024-05-03,Amazon 5486,1158.24,Debit
2023-11-14,Zomato 1454,3256.09,Credit
2023-06-02,Uber 6472,2317.87,Debit
2023-09-25,Uber 4133,2628.88,Debit
2023-12-30,Gym 6013,4584.88,Credit
2023-03-25,Flipkart 7999,1571.48,Credit
2022-08-02,Gym 2920,3275.64,Credit
2024-06-09,Amazon 2942,1599.05,Debit
2023-08-08,Rent 1240,3922.23,Credit
2024-01-22,Swiggy 2971,3109.73,Credit
2023-09-23,Flipkart 4490,795.97,Credit
2023-10-24,Gym 5074,3642.93,Credit
2024-01-06,Flipkart 4951,595.72,Debit
2023-12-20,Flipkart 5328,1238.05,Debit
2023-05-27,Flipkart 9667,3969.01,Credit
2022-12-09,Uber 6023,4519.37,Debit
2024-04-30,Swiggy 4944,3300.55,Credit
2023-05-10,Rent 9660,2438.45,Debit
2024-03-02,Rent 2768,3632.95,Credit
2023-12-26,Zomato 4377,3465.84,Debit
2023-12-28,Salary 7928,2154.78,Debit
2022-11-26,Rent 5458,1618.67,Debit
2024-01-13,Rent 8732,799.33,Debit
2023-08-10,Gym 5845,3421.76,Credit
2022-07-16,Salary 6922,1695.98,Debit
2022-05-27,Uber 6943,607.98,Debit
2022-03-08,Rent 4702,4681.72,Credit
2024-05-28,Zomato 5708,4428.96,Debit
2022-09-10,Salary 5897,2275.58,Debit
2022-04-29,Rent 6166,2777.7,Credit
2024-06-05,Swiggy 5903,1328.86,Debit
2023-08-07,Amazon 8247,2420.89,Debit
2023-11-16,Salary 3073,2939.82,Credit
2022-08-22,Flipkart 7234,2799.38,Credit
2022-09-18,Amazon 5458,4391.41,Credit
2023-10-19,Flipkart 1886,4533.62,Credit
2022-03-19,Electricity 3443,2633.29,Credit
2023-07-23,Gym 1417,4311.19,Debit
2022-07-18,Electricity 1132,2212.93,Credit
2022-01-06,Uber 3998,2913.92,Credit
2024-05-28,Rent 5319,2606.7,Debit
2022-09-05,Salary 4134,3039.33,Credit
2022-06-26,Amazon 9908,554.35,Credit
2022-10-14,Amazon 2500,354.96,Credit
2023-08-26,Swiggy 5488,4828.83,Credit
2022-07-24,Uber 5191,885.24,Credit
2023-06-16,Amazon 6803,3987.56,Debit
2023-11-08,Uber 5014,3496.13,Credit
2023-04-02,Salary 3743,2026.22,Credit
2022-08-15,Uber 5905,3892.84,Credit
2022-02-21,Gym 2260,1955.79,Credit
2022-10-08,Uber 6232,2365.29,Credit
2023-10-03,Gym 7686,4886.16,Debit
2022-12-11,Uber 8906,2670.78,Debit
2024-06-16,Gym 7393,2778.21,Credit
2023-06-29,Electricity 3438,4944.8,Credit
2023-10-09,Salary 9135,2830.15,Debit
2023-12-21,Electricity 5011,519.79,Debit
2022-09-23,Amazon 5894,4784.29,Credit
2024-04-21,Electricity 3945,3582.14,Debit
2024-04-09,Zomato 5970,2403.04,Credit
2022-09-18,Amazon 9939,4012.28,Debit
2023-09-24,Uber 2477,4960.34,Credit
2022-06-26,Swiggy 5874,1451.98,Debit
2024-05-29,Swiggy 1549,1669.17,Debit
2024-03-30,Rent 3636,3964.79,Debit
2022-02-04,Swiggy 5954,2123.81,Debit
2024-04-15,Amazon 2791,2088.27,Credit
2022-07-26,Gym 1971,4517.01,Debit
2022-01-18,Swiggy 6053,3872.89,Credit
2023-04-30,Uber 4788,639.54,Credit
2022-06-21,Electricity 3226,4955.78,Credit
2024-06-03,Amazon 4150,2356.44,Debit
2022-10-17,Swiggy 9478,312.23,Credit
2022-09-11,Salary 3080,2760.26,Debit
2022-11-10,Amazon 1492,1561.78,Credit
2023-03-26,Zomato 1288,3311.49,Credit
2024-01-16,Rent 1144,4581.86,Credit
2022-04-18,Zomato 1472,1031.44,Debit
2022-05-25,Salary 9194,2969.31,Credit
2022-01-05,Amazon 8919,2518.05,Credit
2023-01-23,Amazon 9200,4724.49,Debit
2024-01-04,Zomato 4973,4733.08,Credit
2024-03-26,Salary 8398,4913.14,Debit
2022-12-11,Uber 4082,622.25,Credit
2023-10-20,Gym 3553,2071.78,Debit
2023-07-24,Rent 1871,2166.95,Credit
2022-08-28,Uber 3485,1259.4,Credit
2022-03-20,Swiggy 1501,1782.46,Debit
2022-06-01,Flipkart 7739,4045.31,Debit
2023-09-26,Gym 9793,1292.4,Credit
2024-05-07,Swiggy 9626,2062.67,Debit
2023-01-20,Electricity 8605,4088.57,Credit
2022-12-06,Amazon 3087,1542.44,Debit
2023-08-31,Gym 6444,1762.48,Debit
2022-07-17,Amazon 6723,4248.22,Credit
2023-12-19,Amazon 4236,961.63,Debit
2023-10-12,Electricity 1945,195.3,Debit
2023-09-24,Rent 8067,1568.42,Debit
2023-12-09,Flipkart 5414,3507.44,Credit
2022-06-29,Salary 3395,2957.62,Debit
2022-06-24,Uber 8071,398.7,Credit
2022-07-17,Amazon 1112,3087.28,Debit
2022-07-10,Rent 4726,1795.95,Debit
2024-01-28,Swiggy 5749,2071.39,Debit
2023-02-24,Gym 8406,3504.26,Debit
2023-07-10,Uber 4454,1805.39,Debit
2023-07-15,Rent 4002,546.66,Credit
2024-06-04,Amazon 6852,519.26,Debit
2022-03-18,Electricity 1484,1738.43,Credit
2022-03-03,Amazon 2643,319.56,Credit
2024-01-04,Electricity 5270,3970.52,Credit
2023-07-13,Uber 1464,388.04,Credit
2022-05-15,Amazon 8254,1390.11,Credit
2023-04-13,Salary 7065,1047.83,Debit
2022-01-21,Zomato 7600,599.82,Credit
2022-03-28,Electricity 9419,4096.76,Debit
2024-05-22,Amazon 6789,4690.61,Debit
2022-04-17,Swiggy 9208,2409.92,Credit
2022-06-01,Zomato 6843,3393.34,Debit
2023-11-09,Salary 1731,1997.69,Debit
2023-10-02,Gym 2505,1119.81,Credit
2024-02-17,Uber 6991,2532.2,Credit
2022-09-09,Salary 7998,734.72,Credit
2022-07-22,Electricity 2318,1147.44,Debit
2023-12-21,Flipkart 8794,3204.16,Credit
2022-02-28,Amazon 9345,2852.67,Credit
2022-02-17,Swiggy 1610,2392.31,Debit
2023-10-22,Swiggy 8504,3951.37,Credit
2022-06-27,Amazon 9507,1853.4,Credit
2024-04-20,Zomato 2750,2731.71,Debit
2023-05-19,Electricity 9923,3550.96,Debit
2023-08-10,Flipkart 2549,2243.85,Credit
2023-01-06,Electricity 5898,1460.22,Debit
2024-03-06,Swiggy 3605,3284.96,Credit
2022-11-20,Uber 2069,4921.48,Credit
2022-08-12,Uber 6239,2355.42,Debit
2023-01-03,Flipkart 7262,2433.12,Debit
2022-07-03,Gym 6337,4553.01,Credit
2023-04-19,Amazon 6842,2679.92,Debit
2023-09-10,Uber 4877,1160.98,Debit
2023-07-10,Salary 4509,3159.34,Credit
2023-05-29,Zomato 1875,2067.89,Credit
2022-05-16,Uber 9811,1474.52,Credit
2024-05-15,Swiggy 2043,3005.12,Credit
2022-02-21,Flipkart 1643,355.55,Debit
2023-01-31,Swiggy 8420,1284.06,Credit
2023-02-02,Salary 7800,1727.44,Credit
2023-03-28,Amazon 7503,4553.12,Credit
2023-04-07,Rent 2243,983.05,Credit
2023-03-24,Amazon 8934,1245.96,Credit
2022-10-10,Zomato 1608,2377.22,Debit
2024-01-30,Electricity 4038,1683.29,Debit
2024-03-01,Salary 3721,4337.1,Debit
2022-01-21,Swiggy 3156,574.66,Credit
2024-03-30,Amazon 8511,2957.13,Credit
2023-07-11,Uber 2468,618.3,Debit
2022-07-06,Amazon 9133,1937.04,Debit
2023-10-16,Zomato 5765,4815.7,Credit
2022-08-02,Flipkart 1456,1485.55,Credit
2023-01-06,Zomato 2366,2377.43,Credit
2024-02-13,Electricity 3697,1849.06,Credit
2022-12-27,Zomato 9611,3031.99,Credit
2023-02-06,Uber 7573,398.13,Credit
2023-02-26,Salary 7856,2039.77,Debit
2024-05-07,Swiggy 6489,630.26,Credit
2023-12-10,Electricity 5943,3561.38,Debit
2022-09-16,Swiggy 5733,164.4,Debit
2022-01-15,Rent 7059,4176.91,Debit
2023-04-14,Flipkart 1493,4815.54,Credit
2024-02-28,Zomato 5807,4180.82,Credit
2024-06-06,Zomato 8545,1399.48,Credit
2022-12-02,Electricity 2887,965.37,Credit
2023-09-03,Flipkart 7609,1229.12,Debit
2022-07-22,Uber 6774,937.5,Credit
2022-04-05,Amazon 7218,4608.57,Debit
2023-08-02,Swiggy 6027,2792.42,Debit
2022-10-25,Swiggy 4462,1415.73,Credit
2022-03-14,Uber 7842,4462.34,Debit
2022-01-27,Salary 8503,1702.94,Debit
2022-07-06,Rent 5654,2524.54,Credit
2024-02-10,Flipkart 8410,1228.34,Credit
2023-06-22,Amazon 8271,2453.46,Credit
2023-01-06,Zomato 5741,2233.77,Debit
2022-03-27,Flipkart 7032,3579.6,Debit
2023-01-26,Salary 3543,1857.64,Debit
2022-10-02,Uber 7908,2763.47,Debit
2022-09-15,Swiggy 7592,1353.15,Credit
2022-12-26,Salary 9239,1731.49,Credit
2023-08-17,Electricity 4290,3551.92,Debit
2024-03-17,Electricity 7117,294.69,Debit
2022-08-09,Electricity 7333,1497.55,Credit
2022-07-17,Zomato 6522,569.78,Credit
2022-01-09,Salary 7486,4172.72,Credit
2024-05-04,Uber 5495,2617.0,Credit
2022-12-26,Uber 4590,1530.02,Credit
2022-01-06,Amazon 8441,3624.27,Credit
2024-03-01,Rent 2655,915.57,Credit
2022-05-21,Amazon 8009,4012.63,Credit
2023-05-25,Salary 9754,4882.69,Debit
2023-05-18,Zomato 2236,1710.18,Credit
2022-08-15,Amazon 2724,4815.99,Credit
2024-03-21,Rent 2809,2048.59,Credit
2022-03-28,Gym 6267,767.12,Debit
2022-11-01,Flipkart 2106,3734.24,Credit
2022-04-15,Electricity 2965,1685.41,Credit
2023-06-05,Electricity 4532,3418.11,Credit
2023-11-08,Rent 7066,2408.63,Debit
2022-03-01,Amazon 8830,4635.94,Credit
2022-04-29,Swiggy 7490,4847.75,Debit
2022-01-23,Gym 3404,958.36,Debit
2023-04-16,Flipkart 4573,1899.25,Credit
2024-02-15,Uber 8690,3248.12,Credit
2023-12-20,Swiggy 9497,927.85,Credit
2023-12-07,Amazon 3808,365.4,Credit
2024-04-07,Rent 4069,1892.84,Credit
2023-03-12,Electricity 1965,4245.31,Credit
2022-01-29,Flipkart 2392,1654.7,Credit
2023-10-10,Uber 9635,4111.09,Credit
2023-03-03,Rent 7808,1527.53,Credit
2023-11-19,Rent 3032,175.5,Credit
2024-01-12,Rent 2404,39.49,Credit
2022-05-26,Amazon 3450,1854.19,Debit
2022-02-20,Flipkart 6143,3434.81,Credit
2023-03-17,Gym 1950,4132.21,Credit
2022-08-11,Electricity 3487,4984.68,Debit
2022-01-26,Zomato 1720,4797.62,Credit
2023-03-08,Flipkart 2429,915.42,Debit
2022-05-02,Uber 8323,3315.28,Credit
2023-02-17,Gym 3416,2339.42,Debit
2022-03-28,Salary 3807,1610.6,Debit
2024-03-17,Amazon 5311,3519.46,Credit
2022-05-20,Amazon 6439,2538.23,Credit
2023-05-10,Swiggy 8126,4119.9,Debit
2023-01-15,Amazon 1453,1037.08,Debit
2023-09-07,Salary 9940,1372.55,Credit
2022-08-04,Rent 5852,2285.38,Debit
2022-07-29,Amazon 8462,3464.09,Debit
2023-02-11,Flipkart 1495,3885.51,Debit
2024-06-09,Salary 5246,2141.61,Debit
2023-07-08,Flipkart 4391,2311.23,Credit
2023-04-23,Flipkart 6320,2888.52,Debit
2022-01-09,Rent 9797,723.54,Debit
2024-04-04,Amazon 5350,3747.6,Credit
2023-09-28,Salary 1597,2590.3,Debit
2024-01-21,Gym 2615,540.48,Debit
2022-09-30,Uber 8134,4042.14,Debit
2022-01-06,Amazon 9637,3406.42,Debit
2023-02-18,Flipkart 9790,2145.98,Credit
2024-03-17,Swiggy 2035,2267.71,Debit
2023-03-17,Rent 4662,3601.04,Credit
2024-02-17,Amazon 6384,1507.05,Credit
2022-02-17,Uber 3586,1013.28,Debit
2023-05-11,Rent 6233,3773.82,Credit
2023-10-17,Swiggy 4687,4263.04,Debit
2022-06-05,Flipkart 9686,3239.0,Credit
2023-05-11,Amazon 3576,3409.52,Credit
2023-05-03,Amazon 3394,2743.56,Debit
2022-06-09,Rent 2810,4158.08,Credit
2023-11-15,Rent 4783,1550.23,Debit
2022-03-11,Amazon 9763,4533.82,Debit
2023-01-26,Swiggy 7030,2737.11,Debit
2023-05-31,Swiggy 5587,1583.69,Credit
2024-01-14,Rent 3236,4296.82,Credit
2022-06-09,Electricity 9248,3316.94,Debit
2024-05-07,Rent 6686,1886.32,Debit
2023-01-29,Uber 2492,3278.94,Credit
2022-06-16,Swiggy 4498,397.63,Debit
2022-08-23,Swiggy 1220,2692.85,Credit
2023-02-01,Flipkart 3160,1671.1,Credit
2022-10-31,Salary 6593,210.46,Debit
2023-06-28,Uber 1595,291.36,Credit
2023-03-14,Salary 8177,3648.2,Credit
2022-10-03,Amazon 7705,1318.55,Debit
2024-05-28,Amazon 2122,2199.31,Debit
2023-06-15,Electricity 9677,4699.31,Credit
2022-01-05,Flipkart 5394,4795.23,Debit
2024-02-25,Uber 3324,1152.49,Debit
2023-09-04,Zomato 1925,3988.26,Debit
2022-08-16,Rent 4431,4253.83,Credit
2023-01-01,Uber 9318,2663.08,Credit
2022-07-11,Electricity 6539,637.85,Credit
2023-10-06,Rent 1020,3353.99,Debit
2023-08-26,Amazon 9706,2935.52,Debit
2022-05-15,Salary 2074,808.18,Debit
2022-10-18,Electricity 8048,58.27,Debit
2023-04-04,Amazon 8268,236.4,Credit
2023-12-27,Gym 9291,2556.03,Credit
2022-10-03,Zomato 9825,4463.72,Credit
2022-03-22,Gym 3268,2338.58,Credit
2023-01-15,Electricity 4632,977.6,Credit
2024-04-22,Gym 8346,1775.26,Debit
2023-05-29,Uber 6862,1716.84,Debit
2023-05-09,Rent 3343,49.87,Debit
2022-02-06,Rent 8601,4129.7,Debit
2024-01-11,Salary 2390,4783.36,Credit
2022-11-21,Flipkart 6460,1643.38,Credit
2022-02-25,Zomato 3299,1155.43,Debit
2022-04-13,Swiggy 7343,1096.17,Debit
2023-03-15,Amazon 8679,2302.8,Credit
2024-01-17,Electricity 9435,1899.47,Debit
2024-03-23,Flipkart 2430,4389.91,Credit
2023-05-04,Rent 9528,3478.93,Debit
2022-10-13,Gym 1963,2062.01,Debit
2022-12-27,Uber 2769,2840.02,Debit
2023-02-03,Salary 4361,2706.37,Credit
2023-05-31,Uber 4525,772.16,Credit
2022-10-22,Uber 5774,1422.39,Credit
2023-03-20,Gym 8539,4172.21,Debit
2022-11-24,Electricity 7792,4599.4,Debit
2022-02-11,Salary 1524,3244.99,Debit
2022-04-01,Swiggy 6311,429.86,Credit
2023-09-23,Uber 4567,3529.57,Credit
2022-02-15,Zomato 9481,1950.21,Credit
2022-10-07,Uber 4906,2122.09,Credit
2022-10-07,Amazon 8178,4618.86,Debit
2023-05-14,Salary 4091,144.01,Credit
2022-12-19,Gym 9470,1801.63,Debit
2024-03-13,Flipkart 6676,2001.89,Debit
2023-11-24,Amazon 2892,2011.06,Credit
2023-01-08,Uber 2373,1756.91,Debit
2023-02-01,Uber 6327,1316.74,Credit
2023-04-24,Swiggy 7467,2170.59,Debit
2022-04-20,Uber 6950,3059.24,Credit
2024-02-28,Gym 1935,3247.52,Credit
2023-02-25,Flipkart 2592,2253.42,Debit
2023-07-11,Flipkart 4563,288.81,Debit
2022-07-28,Salary 7534,3916.73,Credit
2024-01-12,Flipkart 2505,332.23,Debit
2022-06-27,Gym 3607,4361.0,Debit
2022-01-11,Flipkart 3507,1149.89,Debit
2022-09-09,Zomato 9105,597.1,Credit
2024-05-05,Salary 5589,1578.65,Credit
2022-08-23,Electricity 2448,4040.08,Debit
2023-07-23,Electricity 2262,1212.21,Credit
2022-08-14,Electricity 9505,337.82,Debit
2022-05-05,Salary 8298,563.83,Debit
2024-03-31,Amazon 7934,1960.23,Credit
2023-07-18,Salary 1079,1702.32,Credit
2023-10-08,Amazon 9408,4732.82,Debit
2023-11-29,Amazon 2823,4676.39,Debit
2022-12-06,Amazon 1644,4993.5,Debit
2024-06-14,Flipkart 2107,1678.15,Credit
2022-09-30,Uber 6303,4243.42,Credit
2024-03-09,Uber 2591,2337.24,Debit
2023-01-23,Electricity 6885,1076.71,Credit
2022-11-25,Gym 8101,1457.03,Credit
2022-05-29,Uber 2587,4963.69,Credit
2023-10-08,Zomato 3311,2596.17,Credit
2022-07-16,Salary 1423,4938.14,Debit
2023-02-17,Swiggy 4241,3968.9,Debit
2023-02-24,Gym 5318,3044.57,Credit
2023-04-05,Salary 1409,700.74,Credit
2023-04-16,Amazon 2730,2383.82,Debit
2024-03-20,Amazon 2371,1306.19,Debit
2022-11-16,Rent 7036,2693.23,Debit
2023-04-10,Salary 2964,578.25,Credit
2023-11-27,Rent 3853,1374.08,Credit
2022-10-02,Salary 8738,4073.22,Credit
2023-09-09,Swiggy 7362,2264.87,Credit
2024-03-31,Zomato 6326,4752.9,Credit
2024-04-04,Swiggy 1368,2138.26,Credit
2023-11-11,Rent 6760,2974.04,Debit
2022-01-10,Amazon 1689,3966.91,Debit
2023-09-20,Amazon 8364,4247.9,Credit
2022-06-07,Electricity 6145,3479.25,Debit
2024-05-17,Amazon 8404,692.9,Debit
2022-06-07,Flipkart 8705,496.45,Debit
2022-07-21,Gym 9736,551.42,Credit
2023-11-05,Electricity 7398,2879.58,Credit
2023-12-21,Amazon 7818,323.81,Debit
2022-02-13,Electricity 9455,2428.59,Credit
2022-04-08,Uber 9280,1417.49,Credit
2023-12-11,Swiggy 1133,2944.86,Credit
2023-09-01,Electricity 9690,1436.54,Debit
2023-05-28,Flipkart 6287,2552.08,Debit
2023-07-10,Amazon 3091,465.09,Credit
2024-05-29,Electricity 9628,1249.08,Credit
2023-10-29,Swiggy 2124,740.58,Credit
2023-01-09,Salary 8201,464.42,Debit
2024-04-25,Amazon 7314,3684.34,Debit
2024-05-18,Gym 1071,2068.46,Credit
2022-10-24,Rent 7250,477.47,Credit
2022-03-20,Rent 3453,447.21,Credit
2022-05-27,Swiggy 1674,554.54,Debit
2022-05-30,Uber 9622,3399.62,Debit
2022-01-06,Electricity 3101,19.15,Debit
2023-11-25,Flipkart 5696,1732.36,Debit
2022-02-19,Flipkart 6866,2243.07,Credit
2023-05-04,Salary 7853,258.08,Credit
2022-02-19,Zomato 6558,2842.48,Credit
2023-06-13,Gym 1508,4947.53,Credit
2022-12-12,Gym 6762,3694.49,Debit
2024-05-01,Rent 6813,501.89,Credit
2023-01-29,Gym 2026,3171.46,Credit
2022-04-22,Salary 4300,223.21,Debit
2023-02-02,Uber 6221,3713.32,Credit
2022-02-21,Amazon 4980,3793.76,Credit
2024-04-08,Electricity 7666,1095.22,Debit
2023-10-17,Swiggy 7001,1474.81,Credit
2022-04-03,Swiggy 9341,3397.9,Credit
2023-11-30,Swiggy 4059,1432.05,Credit
2022-03-10,Flipkart 6637,3538.96,Debit
2022-07-28,Gym 2945,682.96,Credit
2023-09-27,Uber 2626,2490.13,Debit
2023-02-27,Salary 4417,2886.37,Debit
2023-10-28,Uber 7175,591.57,Credit
2023-04-12,Electricity 1792,2268.58,Credit
2024-03-02,Swiggy 6822,4191.34,Debit
2022-05-01,Rent 6756,805.35,Debit
2022-06-22,Uber 7035,4193.62,Debit
2024-02-13,Flipkart 1495,3720.25,Credit
2024-02-09,Uber 8249,4587.21,Debit
2024-03-02,Uber 7091,679.12,Credit
2022-11-20,Zomato 2788,2803.98,Debit
2022-11-11,Gym 1108,3509.83,Credit
2023-08-11,Amazon 6264,726.46,Debit
2023-06-24,Gym 1459,2967.16,Credit
2024-03-09,Zomato 4806,1319.55,Credit
2023-11-30,Salary 1657,3843.59,Debit
2023-01-07,Rent 1448,4946.02,Credit
2022-04-05,Swiggy 3860,786.95,Debit
2023-02-27,Gym 8810,1966.2,Credit
2022-11-16,Swiggy 6929,2743.15,Credit
2024-02-12,Flipkart 8766,4906.41,Credit
2023-12-10,Electricity 7611,2690.8,Credit
2023-06-05,Uber 4209,2639.99,Debit
2023-12-29,Swiggy 8965,4557.92,Debit
2024-06-18,Flipkart 3009,4462.24,Credit
2022-05-05,Rent 3542,4816.48,Credit
2023-06-06,Salary 3560,1151.82,Credit
2023-05-21,Flipkart 7293,68.28,Credit
2022-07-02,Salary 3647,1070.95,Credit
2023-09-11,Flipkart 8333,2282.88,Debit
2022-09-04,Uber 8360,1056.69,Debit
2022-03-27,Amazon 9318,1476.1,Credit
2024-06-07,Flipkart 5714,687.46,Credit
2022-09-24,Gym 4120,3989.92,Debit
2023-04-14,Salary 4959,1474.79,Debit
2023-12-12,Flipkart 7272,421.37,Debit
2023-03-27,Zomato 6410,1904.46,Debit
2022-10-27,Electricity 4557,4792.74,Debit
2022-05-22,Swiggy 1494,3134.05,Credit
2023-04-19,Salary 3791,3095.34,Debit
2022-10-31,Rent 9802,1389.2,Credit
2023-10-19,Salary 6325,1283.73,Debit
2022-12-07,Salary 1584,1803.4,Debit
2022-07-28,Swiggy 2978,2466.26,Credit
2023-11-26,Swiggy 4436,3457.39,Debit
2022-05-26,Flipkart 3350,303.79,Debit
2022-11-25,Rent 4599,774.17,Debit
2022-05-22,Zomato 6684,3133.95,Debit
2024-05-09,Salary 7722,1484.01,Credit
2022-10-07,Zomato 8486,4024.52,Debit
2023-06-25,Uber 9220,3080.79,Debit
2023-07-25,Rent 1788,4802.97,Debit
2024-03-19,Amazon 1963,1925.7,Credit
2024-01-08,Gym 4772,1088.07,Credit
2022-05-13,Amazon 3275,4078.26,Debit
2022-09-07,Gym 2606,3943.06,Debit
2023-02-27,Gym 7300,986.71,Credit
2024-02-16,Electricity 2082,1511.01,Debit
2024-01-26,Rent 2953,534.78,Debit
2022-03-20,Salary 5764,3548.7,Credit
2022-04-13,Swiggy 8430,2826.7,Credit
2024-01-08,Uber 9834,2511.95,Credit
2022-09-23,Flipkart 7587,1718.64,Debit
2023-12-30,Flipkart 7666,1661.71,Debit
2024-05-31,Flipkart 8802,1538.16,Debit
2022-11-15,Gym 6140,2868.25,Credit
2022-07-19,Flipkart 5060,3926.72,Debit
2023-12-24,Salary 7350,2707.32,Credit
2024-05-15,Flipkart 6875,3572.07,Credit
2022-10-21,Flipkart 1955,2481.17,Credit
2022-12-14,Salary 4200,4560.59,Credit
2023-01-18,Amazon 8001,3865.24,Credit
2022-07-08,Gym 5259,3384.7,Credit
2022-07-02,Salary 7862,882.37,Debit
2022-11-18,Rent 9611,750.23,Debit
2022-06-21,Zomato 6910,1534.4,Credit
2022-03-19,Zomato 2937,1389.86,Credit
2022-09-10,Zomato 7611,1055.28,Credit
2024-06-04,Amazon 5456,1608.45,Credit
2023-05-05,Rent 2392,677.13,Credit
2023-05-28,Amazon 2398,580.72,Debit
2023-05-03,Rent 4311,3522.06,Debit
2022-12-15,Zomato 4918,1282.39,Debit
2022-06-03,Swiggy 3275,2528.38,Debit
2022-07-05,Electricity 3158,1880.73,Debit
2023-07-21,Salary 8266,3607.06,Debit
2023-04-11,Flipkart 1862,1313.63,Credit
2022-11-07,Flipkart 5384,336.56,Credit
2022-06-16,Flipkart 7324,2861.38,Debit
2023-11-13,Gym 6518,694.78,Credit
2022-01-28,Salary 2349,4743.17,Debit
2023-05-23,Swiggy 6015,2975.97,Credit
2022-02-28,Flipkart 9246,1626.79,Credit
2022-10-19,Zomato 9730,2236.92,Debit
2022-03-24,Gym 6214,353.51,Credit
2022-09-24,Gym 9416,2811.05,Credit
2024-04-24,Flipkart 7342,3553.65,Credit
2023-08-01,Swiggy 7313,3402.57,Debit
2023-09-14,Uber 3254,324.23,Credit
2024-02-22,Swiggy 6860,1596.52,Credit
2022-02-21,Gym 6673,4325.05,Credit
2022-10-07,Amazon 7515,3057.47,Debit
2024-05-20,Salary 7409,527.85,Credit
2022-12-10,Uber 3358,450.69,Debit
2024-02-08,Zomato 4952,1660.47,Credit
2023-11-15,Gym 1008,3914.15,Credit
2023-07-07,Gym 4983,3009.86,Credit
2023-03-05,Swiggy 9728,3048.32,Credit
2022-07-13,Gym 2800,3253.45,Debit
2023-07-09,Electricity 2403,4982.43,Credit
2023-08-24,Gym 3095,780.05,Debit
2022-01-26,Zomato 4329,2860.98,Debit
2023-11-25,Uber 8083,2741.56,Debit
2023-01-28,Salary 6196,2152.43,Debit
2024-02-10,Rent 3382,3448.48,Credit
2022-11-25,Gym 2005,1049.83,Debit
2023-10-15,Salary 6499,3930.7,Credit
2023-02-18,Amazon 9309,1594.72,Debit
2024-03-20,Swiggy 6059,564.2,Credit
2022-07-12,Uber 4077,3909.74,Credit
2023-01-17,Rent 4504,4700.47,Debit
2024-03-28,Amazon 4481,1560.27,Debit
2024-06-10,Gym 6904,1798.31,Debit
2023-09-03,Swiggy 3852,2344.07,Debit
2022-02-07,Electricity 7556,1808.12,Debit
2024-02-08,Amazon 3095,2535.82,Debit
2024-01-30,Uber 4550,2666.95,Credit
2023-07-10,Amazon 2738,2759.99,Debit
2023-12-06,Zomato 9448,2545.09,Debit
2022-04-14,Rent 5686,248.75,Debit
2023-08-01,Rent 8503,4006.24,Debit
2023-07-13,Swiggy 8444,4489.44,Debit
2022-04-20,Electricity 3386,3369.54,Credit
2023-01-27,Amazon 4862,2157.69,Credit
2024-03-17,Flipkart 7603,3538.24,Debit
2024-04-15,Rent 6151,227.12,Credit
2022-04-14,Swiggy 9642,4366.24,Debit
2022-11-08,Flipkart 3010,4596.33,Debit
2023-09-15,Zomato 4942,1989.72,Credit
2022-03-12,Gym 7401,3780.97,Debit
2023-02-13,Zomato 1043,4733.23,Credit
2022-03-03,Flipkart 9280,4321.23,Debit
2024-03-17,Swiggy 6804,736.04,Debit
2024-01-23,Salary 9206,269.43,Debit
2023-09-14,Amazon 2061,3051.26,Credit
2022-05-25,Uber 8637,1455.78,Credit
2023-08-14,Amazon 8934,3399.01,Credit
2022-09-20,Salary 6073,3556.24,Credit
2023-02-25,Electricity 8305,3170.65,Credit
2022-02-21,Amazon 2012,13.76,Credit
2023-05-21,Zomato 9231,2956.85,Debit
2022-03-02,Flipkart 1433,3914.88,Debit
2022-03-20,Rent 6318,4999.08,Credit
2023-10-07,Swiggy 8914,435.5,Debit
2023-04-23,Zomato 1037,4178.46,Debit
2023-02-13,Flipkart 2869,1571.76,Debit
2023-02-23,Rent 4709,933.63,Credit
2023-05-22,Amazon 6526,3472.73,Debit
2023-09-20,Uber 5312,3964.32,Debit
2023-04-02,Salary 8166,1507.77,Credit
2022-05-26,Rent 5871,1032.5,Debit
2022-08-31,Flipkart 7365,4812.14,Credit
2022-07-26,Uber 6926,1014.37,Debit
2024-02-05,Salary 6559,4209.46,Credit
2022-04-05,Salary 1986,2156.81,Debit
2022-02-06,Rent 1185,1773.9,Debit
2024-02-14,Swiggy 3346,3668.39,Debit
2022-09-15,Salary 3788,3840.34,Credit
2022-10-10,Amazon 1696,265.27,Credit
2022-12-25,Swiggy 9619,3193.35,Debit
2023-04-14,Flipkart 6133,1823.86,Debit
2022-01-11,Zomato 9347,2375.09,Credit
2023-07-03,Uber 7726,2122.79,Credit
2022-02-11,Uber 5473,3266.88,Debit
2023-12-31,Rent 9784,3398.23,Credit
2023-05-25,Zomato 3567,1958.69,Debit
2024-04-16,Flipkart 2943,1683.17,Credit
2024-05-28,Gym 1034,3648.45,Credit
2023-04-05,Rent 1182,2363.06,Credit
2024-03-06,Gym 5403,591.76,Credit
2023-11-21,Flipkart 9875,1633.62,Credit
2023-08-02,Gym 3033,3037.12,Debit
2022-12-23,Amazon 6044,4465.84,Credit
2022-01-04,Amazon 3339,1191.19,Credit
2024-03-20,Flipkart 2777,4354.61,Credit
2023-05-01,Swiggy 3719,573.85,Debit
