Date,Description,Amount,Type
"February 25, 2022",Amazon 2081,2113.81,
"July 10, 2023",Zomato 7286,1684.71,Credit
"January 28, 2022",Amazon 3463,3164.96,Debit
01-Nov-2022,Swiggy 4160,616.62,Debit
22-Jun-2022,Zomato 2997,error,Debit
2024-01-01,Swiggy 9526,1863.64,debit
06/07/2023 00:00,Swiggy 5927,2329.32,Debit
"September 06, 2023",Salary 4982,3213.85,Debit
"March 13, 2022",Amazon 3051,3738.51,credit
"December 30, 2023",Gym 6005,1264.83,credit
"December 20, 2023",Salary 4864,506.0,debit
2024-04-13,Uber 6537,597.97,debit
"April 28, 2024",Rent 9288,4889.46,Credit
2022-10-23,Swiggy 4513,1367.06,Debit
"June 19, 2023",Amazon 1869,3341.73,Debit
20-Aug-2022,Amazon 9933,4726.81,credit
07-Jan-2023,Zomato 7425,2295.24,credit
"April 03, 2022",Gym 2321,4695.33,credit
2022-03-05,Gym 1820,4366.51,Debit
20-Aug-2022,Swiggy 1236,error,Debit
09/13/2023 00:00,Amazon 1128,1522.37,
25-Feb-2022,Flipkart 1270,2439.42,debit
03/03/2024 00:00,Electricity 1916,4635.62,
"November 12, 2023",Amazon 8003,1768.29,debit
15-Jun-2023,Electricity 9677,4699.31,Credit
07/02/2023 00:00,Uber 7441,1178.03,debit
2022-12-10,Rent 7922,1952.38,Credit
10/16/2023 00:00,Salary 9350,4501.17,debit
2023-10-22,Electricity 1795,3973.76,credit
2022-10-04,Gym 3891,3384.24,Credit
06/30/2023 00:00,Zomato 4329,3438.44,debit
2023-08-05,Flipkart 1643,3511.56,Debit
2023-07-30,Amazon 8545,4360.57,Credit
"February 24, 2024",Electricity 2647,379.52,Debit
24-Apr-2022,Salary 9338,4823.43,
"January 10, 2024",Swiggy 7629,3233.68,credit
01-Mar-2024,Amazon 4656,4155.05,Debit
06/17/2022 00:00,Uber 7681,3964.16,Credit
"April 03, 2024",Rent 7024,1000.61,Debit
05/12/2023 00:00,Flipkart 8574,2989.29,Credit
12/01/2023 00:00,Zomato 4233,683.6,Credit
03/31/2024 00:00,Swiggy 1802,2068.3,Debit
01-Apr-2023,Electricity 5166,2173.61,Debit
2023-11-30,Zomato 1713,275.47,credit
2022-03-19,Uber 7004,4121.15,
"February 15, 2022",Zomato 3492,3445.47,debit
06/12/2024 00:00,Swiggy 1705,2639.65,credit
"January 09, 2022",Rent 5603,3450.94,Debit
"March 18, 2023",Amazon 3712,1728.19,Debit
03/08/2023 00:00,Uber 4901,error,
26-Jul-2022,Salary 8893,2047.28,Debit
2023-07-08,Gym 3499,4373.51,
"October 23, 2023",Flipkart 6039,1002.79,
11/25/2023 00:00,Amazon 2311,988.37,debit
2024-06-11,Gym 5397,4469.52,Debit
10-Feb-2023,Salary 1087,4238.54,
26-Oct-2023,Amazon 8601,2168.3,
"May 02, 2023",Flipkart 5187,2682.02,credit
13-Sep-2023,Rent 1424,2719.24,credit
"January 10, 2023",Flipkart 3936,641.84,Credit
16-Apr-2022,Gym 2996,3733.16,debit
"June 28, 2023",Swiggy 2235,3481.94,credit
"January 28, 2024",Electricity 5117,1785.35,Credit
04/18/2023 00:00,Rent 4021,337.16,
02/12/2024 00:00,Electricity 8749,2730.58,credit
07/22/2023 00:00,Zomato 1933,3417.53,Credit
2023-06-03,Zomato 7482,1026.87,credit
02/13/2022 00:00,Flipkart 7301,4685.57,
02/16/2023 00:00,Amazon 3606,4748.5,debit
03-May-2023,Swiggy 6077,2420.38,Credit
19-Jan-2022,Gym 4147,809.07,Debit
21-Oct-2022,Zomato 8974,4070.79₹,
14-Apr-2022,Electricity 4398,error,debit
2023-03-19,Rent 5621,157.18,credit
03-May-2022,Rent 2873,1354.78,credit
27-Jul-2022,Zomato 3373,784.47,Credit
"June 25, 2022",Uber 4242,276.03,debit
11/16/2022 00:00,Flipkart 5706,2385.5,credit
"April 30, 2022",Flipkart 4448,2956.04,Credit
04/08/2022 00:00,Zomato 1549,4624.73,
04-Oct-2022,Flipkart 7499,183.57,credit
02/11/2022 00:00,Zomato 9011,3754.54,debit
07/08/2023 00:00,Gym 2487,1398.51,
01/15/2022 00:00,Swiggy 7955,2942.09,debit
06-Feb-2024,Amazon 4387,4066.01,debit
15-Mar-2024,Flipkart 1586,3769.47,
"March 03, 2024",Zomato 4974,915.83,Debit
18-Nov-2022,Salary 4315,1763.67,Credit
"March 06, 2022",Salary 3466,567.24,credit
"April 09, 2023",Electricity 3439,3091.27,Debit
08/16/2023 00:00,Salary 1883,2205.65,debit
11/16/2022 00:00,Zomato 4944,4447.23,credit
03/03/2023 00:00,Amazon 7441,987.59,credit
05-Apr-2022,Uber 6637,1241.59,Debit
"March 08, 2023",Salary 6209,3380.92,credit
2024-06-05,Amazon 6463,4153.73,Debit
03/04/2022 00:00,Uber 1097,3942.31,credit
05/20/2023 00:00,Amazon 3097,4710.41,
"February 19, 2023",Salary 2089,3700.45,Credit
09/06/2023 00:00,Zomato 8235,3537.73,Credit
"September 22, 2023",Amazon 8885,4914.32,debit
2024-02-07,Uber 2138,472.42,Debit
2023-02-19,Gym 3285,4627.47,credit
"January 09, 2022",Electricity 1404,2839.73,Debit
2023-10-25,Electricity 4207,2197.96,Debit
04/01/2022 00:00,Zomato 5706,1390.75,
14-Oct-2022,Uber 6192,2632.19,
15-Mar-2022,Amazon 6741,403.89,debit
2024-03-15,Swiggy 7929,2392.23,debit
"March 05, 2023",Amazon 8858,1986.98₹,debit
07/03/2023 00:00,Electricity 5681,error,
05/09/2022 00:00,Electricity 7603,2158.2,
14-Jun-2023,Flipkart 2579,2104.43,credit
2022-05-09,Uber 9752,2217.61,Credit
2022-06-30,Gym 6611,2745.32,
"December 19, 2023",Rent 2101,1775.43,credit
2022-08-29,Uber 7842,466.23,
04/04/2024 00:00,Swiggy 3028,1808.15₹,Debit
13-May-2022,Flipkart 9009,3942.45,debit
14-Feb-2022,Amazon 9195,3629.04,
23-Nov-2022,Rent 3679,4841.23,Debit
23-Nov-2023,Swiggy 1866,2806.24,debit
"November 17, 2022",Uber 5342,2141.37,Debit
2022-10-25,Flipkart 4864,1478.97,credit
03/28/2023 00:00,Flipkart 9636,3094.69,
2024-05-08,Electricity 6182,4605.49,debit
10/12/2022 00:00,Salary 8127,error,credit
11/16/2022 00:00,Flipkart 3723,2219.96,
03/26/2024 00:00,Electricity 6978,2761.49,debit
10-Sep-2022,Flipkart 8383,4927.07,Credit
2023-09-18,Swiggy 2513,3389.97,
"August 22, 2022",Uber 8779,2938.49,credit
09-Mar-2022,Swiggy 5925,2765.46,Credit
30-Dec-2022,Flipkart 6805,3381.64,Credit
"December 30, 2023",Zomato 1783,3788.97,debit
"June 04, 2023",Electricity 2289,4791.11,
02/18/2023 00:00,Electricity 7237,1256.99,Credit
2023-05-27,Zomato 6455,4145.77,debit
10-Jun-2023,Amazon 2611,313.65,debit
11/23/2023 00:00,Salary 6009,3545.38,Debit
02-Feb-2023,Uber 3437,4743.65,
12-Mar-2022,Amazon 7052,4995.57,debit
"March 04, 2022",Salary 4233,500.28,
27-Jun-2022,Electricity 3224,error,Debit
"June 08, 2022",Swiggy 1479,3036.03,
11-May-2023,Swiggy 2161,4039.82,credit
03/06/2024 00:00,Gym 5671,3210.94,Credit
"August 15, 2023",Electricity 7353,719.01,Debit
2023-01-08,Swiggy 8937,3551.43,Debit
03-May-2024,Electricity 6809,3060.62,debit
"January 14, 2023",Uber 8807,2313.11,debit
"March 19, 2022",Salary 8091,2432.6,
"July 30, 2023",Rent 1761,4038.51,debit
"June 10, 2022",Zomato 9298,4481.35₹,Debit
2022-01-02,Salary 9210,4348.55,
"April 11, 2022",Amazon 6258,2182.12,Debit
"July 13, 2023",Gym 9377,4501.36,Credit
12/05/2022 00:00,Salary 8853,2730.03,debit
10-May-2022,Amazon 7899,104.36,
03/07/2024 00:00,Gym 9324,4724.75,Debit
2023-09-06,Swiggy 5770,error,Credit
"August 25, 2022",Flipkart 4051,2004.33,
04-Feb-2022,Swiggy 1346,524.67,credit
"January 05, 2024",Amazon 7680,957.27,credit
"January 09, 2023",Salary 2635,4845.94,Debit
09/21/2022 00:00,Amazon 2840,139.02,credit
10/27/2023 00:00,Uber 9339,3432.79,Debit
09/11/2023 00:00,Flipkart 5837,error,credit
2022-12-28,Rent 7038,548.17,Debit
2024-01-22,Flipkart 5213,1857.21,Credit
08/14/2023 00:00,Swiggy 3736,4137.38₹,
07/03/2023 00:00,Electricity 9777,error,
"June 11, 2024",Swiggy 6922,887.97,credit
"November 08, 2023",Uber 7001,3032.58,
"January 28, 2022",Rent 4125,3718.18,debit
2022-05-29,Amazon 2229,2182.19₹,Debit
2022-01-03,Zomato 8738,3391.29,debit
"August 30, 2022",Amazon 2690,1716.13,Debit
21-May-2022,Rent 9167,4723.44,Credit
2023-10-26,Amazon 4278,125.44,credit
2024-06-06,Salary 8835,117.28,
01/23/2024 00:00,Rent 8565,4995.96,debit
2024-01-27,Rent 1650,1743.48,Debit
2023-08-07,Uber 4800,4062.71,debit
08/30/2023 00:00,Swiggy 9518,260.8,debit
"June 25, 2022",Flipkart 1215,152.79,
"February 10, 2022",Amazon 8441,936.22,
"May 30, 2023",Amazon 4112,312.9,Credit
14-Jul-2022,Swiggy 8206,4273.83,Debit
04/11/2022 00:00,Flipkart 3480,4954.85,Credit
01/08/2022 00:00,Zomato 8095,1532.67,Credit
"January 09, 2022",Salary 9883,3430.82,Credit
04/04/2023 00:00,Flipkart 9125,4775.64,debit
2024-03-26,Gym 5617,2690.08,
2022-05-08,Flipkart 5604,783.82,credit
2022-12-08,Gym 2674,4864.84,Credit
07-Dec-2023,Electricity 2707,4246.42,Debit
2022-08-24,Gym 7759,error,credit
2024-04-11,Amazon 8535,3775.82,credit
22-Oct-2022,Rent 9115,4286.05,Credit
"January 17, 2024",Uber 4014,3369.37,Debit
04/20/2022 00:00,Flipkart 6924,3158.01,
10/04/2022 00:00,Gym 4038,4078.08,
"April 10, 2022",Salary 6002,627.25,
2024-05-04,Salary 8268,1481.56,Credit
18-Mar-2023,Gym 2115,3397.63,debit
19-Jan-2023,Electricity 6985,1479.8,debit
"September 18, 2022",Uber 3397,3779.49,
28-Sep-2023,Zomato 2601,4700.36,
"April 04, 2024",Rent 7618,error,Debit
"October 29, 2022",Electricity 9010,1199.95,Credit
"June 07, 2023",Salary 7274,2917.69,Credit
2023-02-05,Electricity 2734,3056.11,Credit
"September 30, 2022",Amazon 2846,error,credit
"December 05, 2023",Swiggy 4536,3102.1,Credit
"April 15, 2024",Uber 6351,1425.93,debit
08/10/2022 00:00,Rent 3020,4384.14,credit
2023-03-10,Electricity 5031,2122.0,Credit
"May 09, 2022",Uber 8598,158.66₹,Credit
"January 06, 2024",Swiggy 9758,916.73,
29-Dec-2022,Gym 8388,3574.48,credit
09/22/2023 00:00,Flipkart 9055,317.47,Debit
21-Jan-2024,Salary 2448,2196.98,credit
05-Feb-2022,Gym 7230,3586.08,credit
"March 12, 2023",Uber 7256,3233.61,Debit
"February 25, 2024",Zomato 8728,167.19,
03/22/2022 00:00,Salary 9439,error,
"April 19, 2024",Amazon 7520,error,Credit
2024-06-09,Zomato 7748,3457.8,
03/25/2024 00:00,Gym 1343,958.54,Debit
17-Mar-2022,Electricity 3145,2442.95,Debit
2023-07-29,Swiggy 3401,845.22,
2023-07-12,Uber 3081,1774.1,credit
"January 06, 2023",Amazon 9497,4365.51,Debit
02-Mar-2024,Salary 6020,689.07,debit
2024-04-18,Rent 7122,3239.15,credit
2023-12-29,Gym 1487,4525.32,debit
03/15/2024 00:00,Uber 7028,99.52,debit
02/01/2024 00:00,Swiggy 3786,706.99,debit
"December 13, 2023",Amazon 7488,2072.4,Credit
"March 23, 2023",Gym 2128,401.13,debit
06/26/2022 00:00,Salary 1625,4165.22,Credit
"September 05, 2023",Uber 1466,2380.58,Debit
02-Oct-2022,Salary 8738,4073.22,credit
2023-06-22,Electricity 2948,2748.29,debit
"August 04, 2022",Uber 5020,3952.22,debit
2022-04-02,Electricity 3722,4957.18,
"January 12, 2022",Flipkart 7142,1768.13,debit
2022-11-10,Electricity 7727,4841.68,debit
2023-07-08,Zomato 8074,1736.17,Credit
27-Apr-2022,Electricity 3443,1839.3,
"November 07, 2023",Zomato 2094,1518.31,
04-Oct-2022,Rent 1690,error,Debit
2023-01-16,Swiggy 4527,1530.9,
2023-10-18,Gym 3076,2713.51,
03/10/2024 00:00,Gym 1164,4385.16,debit
2023-03-08,Salary 8325,468.03,Credit
2022-07-09,Zomato 3602,727.13,debit
2023-05-10,Swiggy 2413,3393.03₹,Debit
2023-01-01,Uber 2037,error,Credit
23-Jun-2022,Electricity 7336,944.65,Credit
27-May-2022,Amazon 2550,1518.0,credit
01-Sep-2023,Rent 3654,2499.79,debit
21-Feb-2022,Electricity 7923,1650.78,Debit
2023-12-01,Uber 1514,error,debit
2024-05-03,Rent 6219,1889.55,Credit
"March 04, 2024",Flipkart 3579,1700.04,debit
06/14/2023 00:00,Uber 3620,847.81,
"February 13, 2022",Flipkart 3607,4212.7,
2023-02-15,Amazon 3580,2808.66,
"July 14, 2023",Uber 2730,1078.81,
"March 31, 2024",Rent 7765,939.35,Debit
02-Jul-2023,Electricity 7750,4325.82,credit
02/20/2024 00:00,Swiggy 6545,1410.58,
2022-12-15,Flipkart 7193,3415.85,debit
16-Feb-2022,Uber 9468,1626.76,Credit
17-Apr-2023,Salary 2617,2807.4,credit
03/15/2023 00:00,Salary 6157,4104.12₹,credit
05/18/2024 00:00,Amazon 3786,3271.59,Debit
"September 13, 2022",Electricity 4195,826.63,
2024-02-20,Flipkart 7779,4659.64,Credit
"May 16, 2024",Gym 1536,324.81,Debit
"December 16, 2023",Rent 8109,3206.91,
10/25/2022 00:00,Salary 1409,2696.89,debit
29-Feb-2024,Zomato 1354,3924.86,credit
2022-07-03,Zomato 4317,3744.8,
09/08/2022 00:00,Rent 6237,4915.55,debit
10-Apr-2023,Uber 3085,548.63,debit
01/15/2024 00:00,Electricity 2594,448.22,Credit
"February 03, 2023",Salary 6088,3396.41,credit
"June 11, 2023",Uber 3002,2393.15,Debit
2023-12-24,Electricity 5198,4578.85,debit
2022-12-08,Zomato 1692,3557.0,credit
03-Sep-2023,Amazon 4158,4682.27,Credit
03/16/2023 00:00,Zomato 9449,846.22,Debit
23-May-2022,Electricity 4981,3763.85,Debit
25-Feb-2023,Electricity 8651,264.9,debit
2022-11-07,Amazon 9530,1178.65,Debit
18-Apr-2024,Gym 1113,164.08,credit
08-Jan-2024,Gym 1183,1610.12,debit
"January 20, 2023",Gym 4669,1706.88,credit
2024-05-23,Zomato 6811,180.61,debit
"July 11, 2022",Amazon 9933,826.66,
"January 25, 2023",Rent 2110,4661.42,Debit
19-Oct-2023,Gym 7787,4937.83,
2022-11-09,Zomato 2558,447.0,Debit
02/10/2024 00:00,Swiggy 6577,4510.57,credit
2023-04-29,Flipkart 5594,4482.78₹,Debit
29-Nov-2023,Amazon 3511,399.19,
2022-04-15,Gym 3404,1481.79,
"February 28, 2023",Flipkart 3512,3299.89,credit
"May 06, 2022",Uber 3204,3363.92,Debit
26-Mar-2023,Flipkart 4907,1632.0,
"November 16, 2023",Zomato 6830,4078.57,Credit
21-Feb-2024,Salary 9688,4258.66,credit
2023-05-27,Swiggy 5634,675.5,Credit
07-Jan-2023,Uber 2562,1665.41,debit
"September 26, 2022",Amazon 3512,4408.4,Credit
14-Jun-2024,Amazon 4396,2527.63₹,
2023-02-17,Flipkart 3261,4140.44,Debit
01/11/2024 00:00,Electricity 4683,1669.07,debit
"April 24, 2023",Gym 7036,1528.15,credit
16-Sep-2022,Electricity 5030,1985.83,debit
"June 17, 2024",Amazon 5798,3879.72,debit
"January 02, 2024",Swiggy 3941,1082.54,
2023-01-25,Zomato 6154,137.67,debit
02/10/2023 00:00,Rent 4058,4169.28,debit
2022-02-18,Amazon 6357,3090.64,Credit
2023-08-08,Swiggy 8172,760.97,Credit
03/08/2022 00:00,Electricity 8650,2793.28,Credit
"May 10, 2022",Salary 4681,3351.89,Credit
24-Apr-2024,Amazon 4869,1916.91,Credit
30-Apr-2023,Zomato 1982,692.54,
12/23/2022 00:00,Gym 4649,4621.3,debit
11/20/2022 00:00,Uber 6643,373.58,debit
07/25/2023 00:00,Salary 9754,551.47,debit
05-May-2022,Zomato 8765,3287.53,credit
2022-10-25,Amazon 2706,265.43,
10/05/2023 00:00,Salary 5376,4380.5,Credit
16-Mar-2023,Salary 9956,error,
"May 18, 2024",Zomato 7744,2755.16,debit
11/01/2022 00:00,Uber 7819,274.84,Debit
"April 09, 2022",Rent 6999,683.93,
09/05/2023 00:00,Zomato 3022,607.88,credit
14-Nov-2022,Uber 5371,1829.23,Credit
03/10/2023 00:00,Uber 3044,4646.87,Debit
"September 22, 2023",Swiggy 9661,3190.65,Debit
"November 15, 2022",Rent 1772,3746.63,credit
09-Jun-2022,Flipkart 2788,1459.16,
2022-10-30,Uber 9715,4414.53,Debit
29-May-2024,Rent 6444,4494.04,debit
25-May-2023,Swiggy 2973,3414.71,
"February 05, 2024",Swiggy 2107,1383.1,Credit
12/25/2022 00:00,Flipkart 4591,error,Debit
02/25/2022 00:00,Amazon 7818,1534.95,
07-Aug-2023,Swiggy 7156,4600.51,
2023-01-29,Swiggy 2418,1847.49,debit
24-Jul-2022,Zomato 9939,4282.72,Debit
2023-06-10,Uber 7841,2914.41,Credit
19-Jul-2023,Zomato 2821,2621.42,debit
2022-06-03,Gym 9104,error,credit
07/18/2022 00:00,Zomato 6246,4585.81,
2023-07-28,Salary 9163,3117.97,Debit
10/16/2022 00:00,Salary 3507,4890.34₹,
09/05/2023 00:00,Flipkart 8159,2175.5,Debit
31-Dec-2022,Salary 9143,4378.21,Debit
03/25/2022 00:00,Salary 9506,1916.44,debit
2022-02-06,Gym 2373,1071.63,Credit
10-Feb-2024,Swiggy 6854,3775.6,Debit
05-Mar-2022,Uber 5811,error,
12/29/2023 00:00,Gym 9367,2800.87,debit
"January 22, 2023",Zomato 4218,4905.24,
29-Jan-2022,Flipkart 6546,4068.26,Debit
12/21/2022 00:00,Rent 8589,1504.76,
21-Jan-2024,Amazon 3762,4491.41,Debit
"July 24, 2023",Swiggy 6858,4879.42,
"March 28, 2023",Rent 7124,4090.82,
04/04/2023 00:00,Amazon 5461,2463.14,Credit
30-May-2024,Flipkart 1353,1080.28,
03/12/2022 00:00,Amazon 4133,780.97,credit
12-Aug-2022,Salary 3495,641.4,credit
05-Aug-2022,Flipkart 2408,4499.0,
"June 29, 2022",Swiggy 4953,3332.18,credit
"July 29, 2022",Rent 4794,4246.33,credit
2023-10-12,Flipkart 3247,4565.14,debit
2023-01-03,Swiggy 1544,886.4,credit
12/31/2023 00:00,Flipkart 1873,4443.8,Credit
02/23/2024 00:00,Electricity 3694,4044.75,debit
"September 22, 2022",Rent 3147,4613.32,credit
"March 18, 2023",Electricity 8979,4569.22,credit
"March 06, 2024",Zomato 1868,184.24₹,debit
19-Jul-2023,Zomato 6720,2684.55,credit
03/23/2024 00:00,Gym 1759,4514.58,Debit
2022-01-17,Salary 3382,2678.27,Debit
03/03/2023 00:00,Gym 6986,1043.39,credit
02/15/2024 00:00,Swiggy 1287,1668.3,Credit
2023-07-28,Salary 3228,3579.6,Credit
25-Jan-2023,Amazon 8880,924.38,Debit
"November 14, 2022",Rent 4853,3956.65,credit
02/26/2023 00:00,Amazon 8271,3587.26₹,
2022-09-17,Salary 5492,4258.51,Credit
05/04/2023 00:00,Gym 1829,1945.7,debit
"July 16, 2022",Salary 5251,4456.74,Credit
"January 20, 2023",Uber 7444,932.64,
2024-04-02,Uber 3406,2684.21,debit
"December 26, 2022",Electricity 7899,4583.64,
30-Apr-2024,Swiggy 1057,1830.1₹,
"July 29, 2023",Gym 5110,4569.1,Credit
"May 10, 2024",Zomato 4874,3152.25,Debit
"January 06, 2024",Uber 7501,1328.75,Debit
11/06/2023 00:00,Zomato 4115,3067.78,Debit
"September 04, 2022",Gym 6519,4734.04,debit
"September 30, 2023",Gym 6693,1608.07,
2024-05-31,Flipkart 4292,928.73,
01/16/2023 00:00,Rent 3526,4981.27,
"January 27, 2023",Flipkart 8972,4516.55,credit
"April 29, 2024",Electricity 5778,3051.65,Debit
2022-08-15,Salary 2901,3903.59,Credit
2022-08-02,Amazon 4675,270.62,credit
"April 02, 2023",Flipkart 6677,4529.99,
2023-02-01,Swiggy 3271,3334.73₹,Debit
06-Jan-2022,Zomato 3559,2666.4,
"May 07, 2023",Swiggy 3035,315.4,Credit
2024-01-08,Swiggy 4714,2305.4,credit
04/03/2022 00:00,Gym 7028,913.24,
2024-02-25,Zomato 7924,2201.58,Credit
04/07/2023 00:00,Zomato 6360,3045.74,
02-Nov-2023,Electricity 5491,2049.57₹,credit
2023-12-20,Gym 3441,1468.55,debit
27-Jul-2022,Gym 1229,2056.26,Debit
"February 14, 2022",Rent 5252,2997.02,credit
2024-03-04,Flipkart 5466,2895.19,credit
21-Feb-2022,Gym 4300,1101.5,debit
03/28/2024 00:00,Flipkart 7789,3327.69,Credit
06/01/2022 00:00,Swiggy 7531,600.55,
10/06/2023 00:00,Amazon 4266,4385.3,debit
2022-02-19,Rent 9269,error,Debit
05/26/2024 00:00,Zomato 1306,1713.53₹,Credit
12-Apr-2024,Uber 3099,1447.11,credit
2022-04-07,Gym 8572,3330.63₹,Debit
06-Apr-2024,Flipkart 8506,4664.88,Credit
2023-04-16,Rent 3643,3413.05,Debit
03-Apr-2022,Zomato 9232,949.0,debit
30-Oct-2022,Amazon 6679,3931.84,Debit
10/30/2023 00:00,Electricity 5316,3892.53,Debit
2022-07-01,Electricity 6006,2299.36,Debit
11/10/2022 00:00,Zomato 6792,958.28,debit
"March 13, 2024",Rent 3823,2197.15,credit
07/09/2022 00:00,Electricity 5878,4479.82,
2023-05-07,Swiggy 3328,1155.0,debit
2022-08-18,Flipkart 5968,3769.83,debit
12/21/2022 00:00,Salary 6394,2614.01,Credit
"August 03, 2023",Gym 4629,3687.5,debit
26-Mar-2022,Rent 8898,4109.76,credit
"August 11, 2022",Gym 7004,3331.61,debit
"May 19, 2023",Zomato 2872,1163.44,Debit
01-Jan-2023,Electricity 1747,error,Credit
04/15/2024 00:00,Salary 5503,545.6,credit
2024-04-29,Rent 3845,280.65,Debit
10-Mar-2022,Flipkart 2139,365.14,debit
"August 12, 2022",Swiggy 9006,1430.86,Debit
"July 23, 2023",Flipkart 7378,927.58,credit
09/10/2022 00:00,Gym 6223,4209.98,
10/09/2022 00:00,Salary 7104,3290.34,credit
"June 29, 2022",Flipkart 1733,3828.81,credit
"August 01, 2022",Gym 4439,4196.1,Credit
18-Jul-2023,Zomato 9717,4150.78,
2024-01-01,Flipkart 8200,2128.36,credit
"December 26, 2023",Rent 1805,3493.36,Debit
2022-03-01,Swiggy 2121,3019.48,
03/17/2022 00:00,Salary 1474,2543.98,credit
"April 03, 2024",Flipkart 1821,4239.14,Credit
2023-08-30,Flipkart 1717,1131.58,
10-Nov-2022,Gym 9630,error,Credit
22-Aug-2022,Uber 4950,196.33,Debit
"January 13, 2024",Gym 2758,3543.48,Credit
"November 01, 2022",Rent 5953,error,debit
2022-04-11,Amazon 1210,4187.55,Credit
"March 28, 2023",Amazon 2910,3477.79,
"December 17, 2022",Uber 8752,3564.12,Credit
"December 03, 2022",Uber 5107,3667.04,Debit
"February 18, 2023",Zomato 4399,1632.14,credit
2022-12-07,Rent 7503,4014.52,
08-Jun-2022,Amazon 1234,error,credit
2024-01-18,Electricity 8806,3879.59,Debit
2023-07-05,Gym 5636,831.99,
05/13/2023 00:00,Swiggy 2993,4072.33,debit
02/03/2024 00:00,Salary 8993,3746.31,Credit
2024-01-15,Rent 5787,992.16,Debit
"January 03, 2024",Flipkart 4916,3911.56,debit
"January 29, 2022",Uber 1936,1068.33,Debit
2022-03-04,Swiggy 6685,1254.65₹,
04/19/2022 00:00,Swiggy 9596,3160.0,credit
05-Oct-2022,Gym 9865,error,Credit
"April 17, 2024",Zomato 1374,1082.61,credit
2022-01-17,Rent 1824,3093.95,credit
12-Mar-2022,Rent 9082,2570.37,
2024-01-10,Gym 5743,4536.88,
02-Dec-2022,Amazon 9906,2615.77,Credit
05/08/2024 00:00,Uber 5620,1753.12₹,credit
2023-10-05,Uber 3487,3732.41,debit
"July 28, 2023",Swiggy 9399,2142.99,Credit
"April 03, 2024",Salary 5000,807.6,Debit
2023-05-25,Electricity 9096,690.81,credit
03/30/2022 00:00,Flipkart 7691,31.0,debit
25-Jun-2023,Electricity 6234,error,debit
03-Dec-2023,Electricity 8366,3629.91,credit
01/09/2024 00:00,Salary 6629,3437.23,Credit
05/30/2024 00:00,Uber 4211,1369.99,Debit
"May 13, 2022",Salary 7510,4938.88,credit
2022-02-08,Rent 3630,2554.23,credit
2022-06-09,Amazon 9951,1024.0,
16-May-2022,Salary 1597,212.91,debit
2022-05-13,Electricity 2030,2183.8,debit
03-Jun-2024,Electricity 6146,1661.37,Credit
03-Jan-2022,Salary 2830,951.36,Credit
29-Jan-2023,Swiggy 7263,3947.56,Credit
2023-03-19,Salary 7746,3769.96,Debit
"June 06, 2022",Gym 5237,4345.12,Credit
2023-10-16,Swiggy 2809,3461.14,credit
"September 18, 2023",Swiggy 2710,747.11,Debit
03/16/2023 00:00,Swiggy 6310,4365.03,Credit
2023-04-22,Amazon 4707,1052.04,
2022-12-18,Flipkart 6379,1379.95,credit
04/25/2022 00:00,Uber 7814,4026.85,Credit
2023-06-06,Zomato 1820,4159.4,credit
"June 05, 2022",Gym 7359,1200.67,Credit
"January 05, 2024",Salary 3997,4897.12₹,debit
28-Feb-2024,Uber 4230,2309.86,
2022-03-12,Salary 9013,2030.84,Credit
04/26/2023 00:00,Amazon 1019,1816.15,Debit
"March 05, 2024",Flipkart 2239,3952.57,
03/20/2023 00:00,Flipkart 5597,2742.18,
2024-04-26,Salary 7993,2701.72,credit
"January 23, 2022",Electricity 3025,error,Credit
28-Apr-2023,Amazon 6344,2712.5,debit
07-Sep-2023,Electricity 4441,1884.85,
2023-02-20,Rent 5807,295.67,Debit
05/06/2022 00:00,Uber 4724,2488.25,Debit
2023-05-16,Swiggy 9324,568.41,debit
25-Mar-2023,Swiggy 3019,254.52,credit
"December 03, 2022",Amazon 8201,968.51,Debit
2023-09-28,Gym 9677,3316.31,debit
2023-06-19,Uber 4825,1298.32₹,credit
02/08/2024 00:00,Uber 6349,1772.31,debit
04/27/2024 00:00,Flipkart 1195,4921.37,credit
13-May-2023,Uber 7666,1850.27,
"December 01, 2022",Zomato 9747,3933.99,credit
08-Dec-2023,Uber 4604,3459.62,
2023-03-19,Salary 1903,3952.62,Debit
18-Aug-2023,Amazon 8940,3292.27,Credit
"June 14, 2024",Salary 5746,error,
2023-02-19,Amazon 1809,1061.46,Debit
2023-04-16,Flipkart 4276,4856.65,
12/15/2023 00:00,Swiggy 4831,2952.59,debit
04/28/2022 00:00,Swiggy 4293,3618.58,debit
25-Dec-2023,Salary 6181,1458.77,Debit
12/10/2022 00:00,Gym 4815,910.34,debit
12/21/2023 00:00,Zomato 2080,3581.94,debit
2022-06-29,Amazon 8585,4786.35,
"October 20, 2022",Swiggy 2017,2680.49,
"July 18, 2022",Flipkart 8809,2986.38,debit
"May 28, 2023",Amazon 1075,1794.64,
2024-05-14,Flipkart 6330,530.89₹,credit
"April 07, 2022",Gym 2480,1956.64,debit
2023-07-14,Gym 8860,3727.64,credit
"June 01, 2024",Amazon 8960,3199.52,Debit
"November 02, 2022",Uber 7547,3918.59₹,credit
23-Jan-2023,Salary 6556,300.87,Debit
"January 04, 2022",Gym 6543,2149.32,Credit
01/11/2023 00:00,Zomato 1404,4535.72,Debit
"May 10, 2023",Electricity 5780,3016.71,Credit
